Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,fragC,nAcid,apol,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,nB,bpol,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-5,SCH-6,SCH-7,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,ECCEN,FMF,nHBDon,nHBAcc,HybRatio,khs.sCH3,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssS,khs.ddssS,khs.sCl,Kier1,Kier2,Kier3,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEO-11,MDEO-12,MDEN-22,PetitjeanNumber,topoShape,nRotB,TopoPSA,VAdjMat,VABC,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb,mp (°C)
Mol74,0.3571,0.12752041,51.6157,11.79,15.99692525,-0.306475775,0.285278988,4.412869081,11.54850376,631.05,0,31.541102,0,0,29,0.475516589,-0.234092976,0.234222555,-0.486686629,0.262466386,18.04336771,16.66100366,25.57037451,31.31801137,31.75206574,892.6408737,1035.200615,1479.472201,1594.28483,1144.028932,0,15,19.498898,3,1,0,2,1,1,1,0,0.048112522,0.206136036,0,0.015625,0.03920628,1.435376995,0.068041382,0.801343402,0.164266427,0.80644952,0.051031036,0.38350677,0.07186437,11.6378282,6.946430083,6.395744351,5.104766907,4.580424584,2.441607428,1.428231091,0.484005034,8.793658972,4.72579808,3.856224924,2.71640058,1.736796202,0.809251914,0.307565152,0.098002532,3.913698046,7.154253704,7.912493672,1.975501648,2.458238055,2.04964082,151,0.4,2,5,0.5,2,1,1,0,1,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,13.06666667,4.888429752,2.24,3,8,0,3,2.01,0.814325285,2.334815149,3.875117644,1.310370697,1,2.809664852,1.414213562,2.672696154,3.039342743,0.75,0,0.5,0.428571429,0.75,3,75.27,4.906890596,206.978212,210.1004424,28.85815336,1.923876891,13.49351352,7.572613746,5.920899773,326,27,1.144,74,216.0
Mol75,0.9108,0.82955664,64.6672,11.99338725,15.99491867,-0.280647836,0.278574748,4.776087351,9.056659549,879.03,0,36.124274,6,6,33,0.236731225,-0.220184205,0.190651742,-0.094904768,0.002217732,16.49442964,16.16300164,21.79926736,20.8271856,15.16272975,842.2126044,919.9143815,1166.630433,1062.632001,774.6651517,0,15,23.275726,0,5,1,2,0,1,0,0,0.083333333,0.107038088,0,0.027777778,0.029926396,1.273159739,0,0.402368927,0,0.737483857,0,0.141868591,0,11.42228525,7.002907755,6.481825614,4.677410124,2.888549883,2.21650034,1.420015405,0.850470094,9.742213232,5.086901012,4.101288762,2.234801556,1.186631778,0.752951959,0.425481316,0.20457767,2.623489257,2.246140249,2.733677015,1.091985604,0.78984751,0.759088795,205,0.4,1,3,0.416666667,4,0,0,4,1,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,13.06666667,5.915,4.165289256,6,10,0,3,2.45,1.100642416,3.673198155,4.386043917,0,3.301927249,7.883079778,0,2.00414513,0,0,0,0,0.444444444,0.8,4,32.34,4.906890596,213.0897278,206.1419133,29.07906787,1.938604525,8.444915568,2.479178127,5.965737441,408,19,1.748,70,93.9
Mol76,-0.1221,0.01490841,98.3466,11.99615711,15.99871264,-0.410634749,0.23095165,4.585708412,9.59006851,1849.05,0,54.049032,12,12,48,0.364891939,-0.133531595,-0.055953171,-0.009845375,0.114996305,27.04336771,26.49482173,35.87864922,36.54283317,32.15139216,1435.680609,1602.895101,2051.091201,1991.529321,1650.095498,1,25,27.194968,1,9,3,2,4,0,0,0,0.170103454,0.218777586,0,0.056131276,0.059355767,1.600286564,0,0.350158939,0,0.705131484,0,0.066073276,0,17.52673326,11.46923425,10.1994796,7.866925428,5.760328963,4.498937065,2.763637932,1.575185906,13.77484879,8.051626342,5.990204547,4.03935438,2.518860959,1.738084797,0.923201936,0.499471036,3.320464167,4.283803802,5.372900479,1.225335944,1.280506375,1.373130893,553,0.75,4,4,0.315789474,1,3,0,8,2,1,4,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,20.3136,10.22222222,6.682445759,8,10,0,4,3,0,2.309794099,1.564854777,0,12.81593069,16.89719176,0,5.733565171,0,0.572357121,0,0,0.5,1,8,95.58,5.584962501,320.5762388,328.1786928,47.7900821,1.991253421,12.90081761,7.503393731,5.397423877,1607,33,1.96,116,188.0
Mol77,-1.0028,1.00560784,52.5763,11.99626873,15.99928845,-0.382786071,0.276236525,4.085417874,8.992008545,443.05,1,27.482723,6,6,25,0.365160692,-0.110769375,-0.13099417,0.064656254,0.048138505,17.45785644,15.49454984,22.09938476,22.04012603,13.99282375,664.5679167,737.588871,945.6540203,848.5991433,575.0654717,1,14,12.323277,1,5,1,0,2,0,0,0,0.068041382,0.184195286,0,0.024056261,0.03852692,1.24456426,0,0.402368927,0,0.417506333,0,0.038183241,0,10.71517847,6.502907755,6.090648782,4.549969181,2.671079256,2.128954853,1.232526448,0.735593212,7.343747204,3.996788559,2.971921565,1.812638002,1.037227029,0.660178979,0.303733661,0.13772481,2.66404999,2.310101701,3.237324261,0.624261161,0.579040081,0.615142724,170,0.428571429,4,3,0.222222222,0,1,0,3,1,1,3,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,12.07142857,5.185595568,3.591836735,6,8,0,3,1.9,0,0,0,0,2.941682753,9.44034242,0,3.685994008,0,1.163402608,0,0,0.5,1,3,103.78,4.807354922,176.5756938,197.0688079,27.07080502,1.93362893,12.25120267,9.774085116,2.477117552,321,18,-2.363,66,277.0
Mol78,-0.6242,0.38962564,92.0719,11.99617022,18.99941133,-0.346488638,0.314438467,4.486880309,10.82026526,1516.08,1,49.409067,6,6,44,0.690456801,-0.260106341,-0.136507085,-0.058924904,0.224063665,31.40743629,30.48930162,46.25797866,56.04107775,60.71611213,1690.198644,2043.494634,3006.844309,3356.687529,3074.241407,1,27,29.712933,2,6,2,6,1,0,0,0,0.174055176,0.462624349,0,0.079823173,0.150715812,2.07033199,0,0.656557116,0,0.861830218,0,0.1428766,0,18.30060043,11.84544301,11.09353385,9.381557159,8.33388095,6.624718841,4.879107346,3.293472377,13.97454425,8.114874614,6.181399996,4.485704743,3.303674416,2.293891826,1.349723565,0.758571402,5.020815231,8.920455222,13.48193162,1.739038003,2.512706546,3.141939795,439,0.64,2,6,0.411764706,2,4,1,1,1,3,5,0,0,0,1,0,0,2,0,1,2,0,2,0,0,0,19.75308642,7.935,3.704081633,2,15,0,2,2.45,0.111111111,2.720745566,3.618202119,0,3.774085829,15.647862,0,12.84371049,0,0.944940787,0,0,0.454545455,0.833333333,3,72.88,5.64385619,310.2961475,351.1394481,50.39582908,2.015833163,22.48450656,7.426528521,9.867435074,1362,47,2.265,134,239.8
Mol79,1.6431,2.69977761,88.0365,11.99851585,34.97015642,-0.364265857,0.25588564,4.916301304,11.76213882,669.06,0,41.23193,12,12,31,0.433345522,-0.191488436,-0.138779912,0.163337293,-0.017598937,38.69479849,28.23245297,43.57528131,51.82768321,47.23902761,1626.131962,1935.695517,2749.465629,3130.888523,2660.532553,0,23,14.71007,1,11,2,1,0,0,0,0,0.151374715,0.28688347,0,0.051834039,0.096719426,1.570696873,0,0.442044204,0,0.741714297,0,0.112138867,0,14.98276318,10.05855065,9.357580956,7.877891413,6.324169855,5.598802591,3.962311417,2.79996976,12.18926447,6.932081417,5.354013868,3.674160059,2.534347768,1.847948561,1.069970631,0.611220836,3.722550283,5.4675163,8.701213976,1.361834071,1.767963339,2.292076668,290,0.80952381,2,4,0.066666667,0,0,0,7,1,2,5,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,15.87901701,6.629935721,3.347107438,0,17,0,0,2.45,0,0,0,0,6.212989887,17.23743186,0,11.05171743,0,0.333333333,0,0.333333333,0.5,1,1,61.69,5.392317423,258.0312917,320.011933,42.86696161,2.041283886,16.34794477,5.082050681,6.162839608,819,38,1.765,112,167.0
Mol80,-2.9402,8.64477604,38.4036,11.99635512,16.00078345,-0.417780929,0.11312997,4.134888936,7.934950573,493.06,0,24.707102,0,0,26,0.570546882,-0.047545574,-0.285273441,6.94E-18,6.94E-18,16.64681421,12.99255186,17.32091977,22.52908099,17.090428,439.6816502,470.2303013,564.3644456,544.3644725,378.439244,0,11,15.304898,0,0,0,2,4,0,0,0,0,0,0,0,0,0.8563047,0,0.383276638,0,0.382951104,0,0.076655328,0,9.723614639,5.54011122,4.489297862,3.91238262,1.779992817,0.753101874,0.268245951,0.055555556,6.406896212,3.481747672,2.481028635,1.512478162,0.671208827,0.272756557,0.081117368,0.011111111,2.479162677,2.860815773,3.169542337,0.685334927,0.594030042,0.51934873,114,0,6,6,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,5.612244898,3.515625,12,0,1,6,1.46,0,0,0,0,0.2,3.614408014,0,3.965406457,0,3.602584196,0,0,0.428571429,0.75,5,121.38,4.584962501,165.0737267,182.0790383,22.13184583,1.844320486,14.57345583,14.57345583,0,206,16,-3.896,50,168.0
Mol81,-0.0469,0.00219961,48.8083,11.99345101,15.99792779,-0.303327293,0.354806759,3.819921875,10.03737927,814.06,0,33.250274,0,0,33,0.614098166,-0.48983542,0.284108558,-0.138422548,0.174795652,18.81783674,16.32491573,22.42696841,18.98909968,18.43520081,657.9371588,696.3645114,862.6520972,782.3488882,706.8574843,0,14,24.105726,0,0,0,4,2,0,1,0,0,0,0,0,0,1.743273276,0.176776695,0,0,1.02300174,0.176776695,0,0,11.89734123,6.893664611,6.425704141,3.504035845,2.252827085,1.932521985,0.763354503,0.455341801,9.116120825,4.738964072,3.776081628,1.97933218,1.280278236,0.60161638,0.194781506,0.091662753,2.013010441,2.334979426,2.991008683,1.09918063,1.375733667,0.992344819,168,0,2,6,0.777777778,2,4,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,15,7.302469136,7.875,15,4,0,5,1.79,0.25,3.486742171,0.816496581,1.154700538,2.941682753,2.249365301,3.363585661,0.166666667,0.666666667,0.125,1.154700538,0,0.5,1,8,104.64,4.906890596,216.1018302,218.1266572,28.08543685,1.872362457,15.2942832,10.52904569,4.76523751,406,16,0.704,64,105.0
Mol82,-0.8713,0.75916369,78.4403,11.99853693,34.97015753,-0.269129382,0.246314046,6.208754619,13.19782352,644.11,0,39.842723,6,6,31,0.515867698,-0.257955351,0.127596744,-0.096769808,-4.59E-05,51.85922294,43.36034777,56.32224741,69.27949659,72.21064473,2029.579385,2434.482629,3729.991554,3936.695866,3228.513263,0,21,27.797277,0,6,0,2,0,0,0,0,0.094839266,0.351579285,0,0.040585228,0.132192502,3.248113527,0.455341801,1.192196272,0.282117557,1.124283951,0.052251909,0.333379024,0.028251756,15.29252874,9.085570757,9.801852155,7.516913144,5.941610813,4.295888228,3.617902311,2.133051094,12.08848158,6.914155433,5.747598519,4.237763011,2.939359224,1.898759958,1.266116501,0.740242793,6.046059212,9.403948242,12.86429065,2.338414303,3.138747058,3.817148043,272,0.5,2,7,0.333333333,1,1,0,2,1,0,4,0,0,1,1,0,0,1,0,0,4,0,0,0,2,2,16.37188209,5.325259516,2.845041322,3,15,0,0,1.24,0,0.766309432,1.34123076,0,0.766309432,7.135937053,0,4.329638386,0,1.44224957,0,0,0.444444444,0.8,2,126.33,5.321928095,256.2893979,358.9568033,39.30479299,1.96523965,30.19460102,9.733062045,8.702311417,720,38,-0.45,110,225.0
Mol83,-0.3482,0.12124324,50.1753,11.89,15.99592067,-0.297757495,0.213352977,5.178085062,10.87887892,744.03,0,31.639481,0,0,30,0.301719369,-0.094037067,0.024134742,-0.191722822,0.113226974,14.90891837,13.99654782,20.88210139,27.65355553,20.32075438,779.9784719,897.3643786,1266.466928,1325.569478,772.3268007,0,13,21.160519,1,1,0,4,2,1,1,0,0.048112522,0.212378949,0,0.025515518,0.082433243,1.130870467,0.083333333,0.605995966,0.107038088,0.740857442,0.0625,0.174396026,0.02748915,10.06047793,6.080551335,5.184626887,5.113354626,3.656642743,1.888961699,0.874536334,0.43812918,8.515167194,4.907395719,3.764536889,3.129803138,2.010816222,1.009679462,0.38987801,0.184217017,3.748806013,6.126833869,6.410827509,1.882910059,2.713786809,2.448978279,103,0.461538462,1,3,0.8,3,3,0,0,1,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,11.07692308,4.022160665,1.646090535,2,3,0,2,2.23,0.646330407,3.354671583,3.221470638,1.310370697,0.944940787,4.441492163,2.080083823,1.650963624,2.381101578,0.25,0,0,0.4,0.666666667,2,46.17,4.700439718,192.4641425,183.1259289,25.01455349,1.924196422,7.996809864,5.034973797,2.961836067,216,24,1.151,64,75.5
Mol84,-1.8914,3.57739396,80.8988,11.9933425,15.9989437,-0.360270271,0.334674346,3.936588949,12.065173,1473.09,0,46.812274,0,0,42,0.904870172,-0.484652312,0.079935885,0.025596951,-0.12361999,29.31226638,30.48791737,47.25513507,57.16529017,56.57977891,1841.993633,2376.421565,3734.27908,4082.901854,3584.513527,1,27,27.703726,0,4,2,3,3,1,0,0.206930271,1.087187731,2.27339012,0.143905054,0.583278389,0.980404177,2.370269364,0.068041382,0.983764115,0.083333333,1.105703576,0.030429031,0.352926296,0.030300679,17.38638687,11.34027693,11.0792539,10.05794115,8.636040057,7.382218875,5.94660313,4.496991218,13.28941996,7.651541369,6.459246088,5.307922279,4.193681245,3.122221067,2.121600494,1.395101424,6.407127874,11.51668352,18.15373208,2.755320287,4.533933976,6.02994898,356,0.541666667,3,9,0.533333333,2,2,0,0,3,7,0,0,1,2,1,0,0,1,0,0,3,2,0,0,0,0,17.41563786,5.75,2.198096886,5,10,0,0,2.12,0.142857143,0.854574013,5.135147638,0.632455532,0.25,6.892361682,1,16.21911973,4.301785516,0.458566063,1.315560521,0,0.444444444,0.8,4,146.89,5.584962501,293.3262741,334.1277198,48.58377681,2.024324034,24.81012635,13.31109159,11.49903476,1115,49,-1.386,142,360.0
Mol85,-0.3596,0.12931216,89.3056,11.99617024,15.99929544,-0.412918371,0.115231723,5.157568795,10.00207132,2038.05,0,52.231411,6,6,49,0.481202828,-0.132063734,-0.237014222,0.112577751,0.012402076,25.45785644,24.99282375,36.65355553,35.92531742,29.54228939,1332.170292,1519.321382,2066.122125,1941.680427,1581.777872,1,23,32.092589,0,4,2,5,5,1,0,0,0.123596937,0.326807403,0,0.065722928,0.125999013,2.790155924,0.353553391,0.30274943,0,1.839293941,0.25,0.090251058,0,16.32806265,10.25983881,10.32274716,7.068110766,5.185040332,4.727930331,2.9731545,1.948887791,13.54241782,7.788399552,7.032498152,3.815763785,2.544673666,1.96704399,0.999717937,0.55994631,3.576550057,4.438085012,6.77987553,1.635891052,1.857842479,2.28738885,427,0.454545455,4,4,0.647058824,3,4,0,3,3,0,3,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,18.34026465,7.713498623,5.551497443,10,7,0,3,2.78,1.5,2.929802868,2.313619679,3,6.25876419,15.19919922,1.160621111,5.669746481,0.895091453,0.5,0.66943295,0,0.5,1,6,81.95,5.459431619,305.2235708,309.1940086,43.68370673,1.985623033,13.54581774,10.66919744,2.876620305,1168,31,0.406,112,125.0
Mol86,0.1604,0.02572816,63.2043,11.99621892,15.9987083,-0.346456075,0.314397776,4.464152505,10.05874914,628.05,1,33.727516,6,6,29,0.473791928,-0.19448314,0.080094494,-0.392834977,0.371878338,20.04336771,19.8271856,29.45990884,32.98619128,31.42378812,1062.658555,1256.434445,1797.249343,1886.637491,1486.377528,0,18,18.334484,3,4,2,3,0,0,0,0,0.113402303,0.314383908,0,0.03477133,0.078885692,1.389373515,0,0.416814541,0,0.511398688,0,0.077485111,0,12.57698579,8.040912558,7.416951975,6.129065401,5.048382849,4.151195167,3.028270278,1.627755691,9.597294956,5.283567656,3.786866611,2.631695422,1.753265614,1.260126447,0.717453979,0.333409417,3.267159597,5.185202396,7.752142991,0.996028634,1.291537177,1.641255737,204,0.588235294,1,5,0.25,2,1,1,2,0,3,3,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,13.43209877,5.325443787,2.56,2,14,0,2,2.23,0.166666667,2.436678694,3.026113851,0,1.969259364,9.570813382,0,6.631975708,0,0.944940787,0,0,0.5,1,2,70.5,5.087462841,213.0408051,232.0847923,33.92827486,1.995780874,13.89597426,7.420051335,6.475922921,470,29,0.997,88,229.5
Mol87,1.9478,3.79392484,49.1528,11.85,12.1501118,-0.207640693,0.092566551,6.866225714,8.866760464,271,0,22.934344,10,11,18,0,0,0,0,0,10,11,14,12,6,575.8717836,650.1752751,835.1831703,681.4185495,303.6663021,0,11,8.745656,0,8,2,0,0,0,0,0,0.166666667,0.23570226,0,0.055555556,0.06415003,0.333333333,0,0.083333333,0,0.166666667,0,0.027777778,0,6.811554788,4.966326495,4.089073412,3.466326495,2.857589235,2.316496581,1.140119483,0.704124145,5.618802154,3.404700538,2.347150628,1.658689248,1.132905825,0.75660012,0.303561201,0.153877798,0.942809042,1.5,1.885618083,0.384900179,0.5,0.513200239,90,1,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.694214876,2.93877551,1.382716049,0,10,0,0,2.56,0,0,0,0,11.67863166,8.596559455,0,1,0,0,0,0,0.4,0.666666667,0,0,4.321928095,121.8210941,128.0626003,20.65842448,2.065842448,0,0,0,109,12,3.224,50,80.2
Mol88,0.9504,0.90326016,84.4142,11.9,15.9959247,-0.376850393,0.155565066,4.73380576,12.03478134,2139.02,0,54.140618,0,0,48,0.207629961,-0.066417789,-0.038080471,0.012865385,-0.005983882,23.54893807,25.66418395,41.66045989,48.32464384,37.32836791,1921.219114,2404.027455,3800.887794,4032.195296,3074.821983,0,25,29.381382,0,2,1,1,8,5,1,0.072168784,0.459775766,1.068622394,0.072168784,0.371117451,0.767012732,2.337295093,0.227062073,1.221240461,0.448623438,1.638756661,0.141590543,0.761879328,0.199757746,15.53516943,10.48311201,10.26274184,9.772543288,8.030205596,6.554190725,5.054751371,3.951612792,13.47641775,8.91831334,8.303039843,7.690445032,6.433901017,5.115372007,3.742773488,2.833727728,6.615322006,10.85217165,14.68499701,4.579428042,7.595982477,10.24135656,399,0.772727273,1,2,0.833333333,1,8,1,0,4,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,15.5232,5.25,2.111111111,1,4,0,0,3.44,0.25,4.584939419,2.309574272,2.149139864,12.36495959,21.39890578,6.786930163,6.631975708,3.327536019,0.1,0,0,0.454545455,0.833333333,0,37.3,5.459431619,312.084935,298.1932803,45.56093627,2.070951649,5.07608676,5.07608676,0,941,46,3.244,130,203.5
Mol89,-0.5233,0.27384289,87.3597,11.99617785,18.99840713,-0.346485692,0.314423356,4.487075232,10.82646681,1343.07,1,46.425274,6,6,41,0.619119069,-0.248896667,-0.081333015,-0.153547718,0.282221588,27.90539215,27.90751651,40.9282265,47.02202716,46.72335732,1566.135007,1878.171643,2717.004153,2957.357982,2572.341367,1,25,27.416726,2,6,2,6,0,0,0,0,0.202978549,0.378481272,0,0.092872463,0.109577256,1.639150071,0,0.581080968,0,0.627756559,0,0.133985919,0,16.56011345,11.02407581,10.00936084,8.636243827,7.271478147,6.099815021,4.357371377,3.074360751,12.80368655,7.582522343,5.52088345,4.177541915,2.961433451,2.116105975,1.18883504,0.737982803,4.270647108,6.963132308,10.53633556,1.461235482,2.024779438,2.508930549,405,0.695652174,2,6,0.375,1,5,1,2,0,3,4,0,0,0,1,0,0,2,0,1,2,0,1,0,0,0,17.8112,7.486111111,3.52,2,15,0,2,2.45,0,1.752968346,1.56385932,0,7.669948783,15.95739792,0,8.857542076,0,0.944940787,0,0,0.454545455,0.833333333,3,72.88,5.523561956,286.932604,319.1332198,46.71002597,2.030870694,19.91599455,7.428799175,9.899870258,1116,41,1.689,122,220.5
Mol90,-0.723,0.522729,76.0202,11.99619587,15.99871078,-0.41587428,0.133532737,3.975456953,9.855800754,1384.06,0,44.348653,6,6,41,0.264497556,-0.084836011,-0.027534293,0.001351309,-0.088176662,23.40334801,23.26992484,32.26638237,33.5158057,31.40108738,1227.874738,1419.280261,1945.661922,1959.756041,1593.897835,1,21,25.533347,0,4,2,4,4,0,0,0,0.123596937,0.294263712,0,0.056917725,0.121793025,1.581788533,0,0.287457479,0,0.811367703,0,0.071129449,0,14.69830613,9.507239053,8.718038376,6.567315198,5.245743714,4.587570406,3.098421401,2.244396083,11.70039687,6.97236439,5.523401899,3.645548473,2.516014598,1.935560324,1.163144858,0.714751768,3.021435459,4.310316419,6.326063098,1.305689951,1.557744311,1.995578026,343,0.5,3,3,0.571428571,2,4,0,2,2,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,16.37188209,7.319857313,4.25,5,10,0,3,2.34,0.5,1.97443492,2.504614841,0,4.862918303,13.84712808,0,4.862918303,0,0.814325285,0,0.333333333,0.454545455,0.833333333,5,87.43,5.321928095,263.902452,279.1582917,39.9757178,1.99878589,16.48441106,7.345885419,9.138525636,847,30,0.841,100,148.0
Mol91,1.2744,1.62409536,83.3203,11.99618636,34.96885354,-0.384231188,0.255940757,4.885738798,11.31681168,709.05,0,39.718723,12,12,31,0.407013954,-0.185776249,-0.137537021,0.18410242,-0.07804376,29.98184858,25.28068233,37.67174003,42.9723713,37.89318474,1452.418795,1720.172892,2417.208386,2729.484575,2276.463823,0,22,15.383277,1,11,2,1,0,0,0,0,0.170103454,0.214363179,0,0.056131276,0.067371005,1.365578516,0,0.358304986,0,0.589215429,0,0.067389777,0,14.1125197,9.647867046,8.830075507,7.405451678,5.95521248,5.364373637,3.690989742,2.669876784,11.13272132,6.448468041,4.832992867,3.262820284,2.267290078,1.674689864,0.943850785,0.543699858,3.217244928,4.685513722,7.57643499,1.036979353,1.367806349,1.790740562,277,0.85,2,4,0.066666667,0,0,0,8,1,2,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,14.91735537,6.405827263,3.276621059,0,17,0,0,2.56,0,0,0,0,8.6630413,17.08090894,0,8.808001697,0,0.333333333,0,0.333333333,0.5,1,1,61.69,5.321928095,242.820224,286.0509054,41.01123571,2.050561786,13.7942982,5.082179349,6.163271773,727,35,1.61,106,205.5
Mol92,-0.7918,0.62694724,42.1103,11.99632,15.99870399,-0.359613754,0.31214275,4.13521259,8.268634111,214.04,1,20.493551,6,6,18,0.274207128,-0.111037281,0.034324874,-0.123425761,0.084408787,13.68338741,12.16245786,17.43520081,16.65700771,13.92904149,488.3554801,543.027993,702.246689,598.4646442,333.2999171,0,11,7.950449,1,5,1,0,0,0,0,0,0.068041382,0.175366474,0,0.024056261,0.036675307,0.993793492,0,0.232307808,0,0.278587097,0,0.031810057,0,8.43072142,5.109060905,4.803379676,3.354159711,2.679205054,1.462748888,1.043736797,0.19641855,5.612076558,2.928046747,2.081739011,1.252196825,0.729519121,0.38889282,0.160911575,0.025958358,1.838473736,2.723353666,2.770965865,0.432005525,0.44414612,0.385224526,95,0.545454545,3,3,0,0,0,0,3,0,1,3,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,9.090909091,3.6,2.214532872,2,11,0,0,1.79,0,0,0,0,1.650963624,6.83080311,0,3.14734519,0,0.944940787,0,0,0.5,1,1,83.55,4.459431619,133.1934979,153.0425931,21.23398969,1.930362699,9.841225514,7.333572172,2.507653341,150,14,0.205,52,150.5
Mol93,-1.9972,3.98880784,26.5819,11.9,14.00708174,-0.137752074,0.122515088,5.33716475,6.691849113,65.05,0,12.780379,0,0,11,0.066376441,-0.014660895,1.68E-04,-0.029015456,0.01031983,9.799901506,9.772285071,9.744668637,9.717052202,4.858526101,267.7764994,267.1172504,265.5515015,264.0195799,131.6971006,0,8,4.599621,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.656854249,4,2.828427125,2,1.414213562,1,0.707106781,0.5,3.968118785,1.983064446,0.989860752,0.488745482,0.239175099,0.116175615,0.056378562,0.027541215,0,0,0,0,0,0,64,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6.125,3.9375,2.8125,0,8,0,0,1.24,0,0,0,0,2.381101578,0,0,0,0,0,0,5.676240019,0,0,0,61.8,4,92.52592012,109.0388451,15.9375,1.9921875,14.921875,0,14.921875,64,8,-1.042,32,146.0
Mol94,-0.7853,0.61669609,54.594,11.89,15.99692597,-0.279885391,0.285278283,4.417419372,11.6213167,916.05,0,35.968274,0,0,34,0.471849809,-0.238741358,0.227365659,-0.454883142,0.238802154,19.04336771,17.66100366,26.57037451,33.31801137,33.75206574,966.8371911,1118.68148,1586.618737,1752.255787,1309.115732,0,16,23.871726,2,0,0,3,3,1,1,0,0.048112522,0.206136036,0,0.015625,0.03920628,1.350826006,0.068041382,0.704124145,0.144337567,0.721898531,0.051031036,0.302582445,0.056917725,12.34493498,7.484434886,6.534319908,5.598396826,4.94639738,2.32439944,1.780293163,0.470672871,9.923415484,5.654413083,4.252001202,3.385115543,2.360222661,1.007266523,0.555452965,0.138141815,3.906952096,7.422794071,7.936078212,2.018207649,3.003540471,2.608017632,182,0.375,2,5,0.727272727,3,3,0,0,1,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,14.0625,5.557655955,2.48828125,5,8,0,5,2.12,0.655185349,3.623245714,3.445131318,1.190550789,1.310370697,4.22385761,1.650963624,2.672696154,3.039342743,0.75,0,0.5,0.5,1,4,75.27,5,226.9106553,226.1317426,30.84721773,1.927951108,13.49351352,7.572613746,5.920899773,398,29,2.079,78,129.5
Mol95,-1.8453,3.40513209,69.8706,11.99337059,15.99693056,-0.299606176,0.289537544,4.150725573,9.863502972,1141.07,0,41.688274,5,5,38,0.645475155,-0.450347286,0.332018753,-0.306783907,0.112604616,23.76332831,23.8242772,34.73369323,37.59197735,35.11684146,1185.306639,1383.918711,1957.950513,1971.49881,1643.438184,0,21,29.811726,2,2,0,2,3,0,0,0.096225045,0.244373193,0.503320002,0.028867513,0.068711215,0.108236501,1.604577458,0,0.534891743,0,0.656667427,0,0.12964501,0,14.86144284,9.43042811,8.715347813,7.13823285,5.786254023,4.158468591,2.819551545,1.800680471,11.91937665,6.534619349,4.985191818,3.361561824,2.237279566,1.426566363,0.798494998,0.465203447,3.799626179,6.268577688,8.997982933,1.231851543,1.600124591,1.91043439,336,0.45,0,6,0.538461538,3,4,0,1,0,3,2,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,16.37188209,6.84,3.4425,7,11,0,6,2.12,0.391486764,3.166897003,3.744566989,0,3.711512668,7.108114877,0,3.400398556,0,0.472470394,0,0,0.5,1,5,75.51,5.321928095,254.9667689,278.1378906,39.67035862,1.983517931,20.51852064,7.516979067,13.00154157,834,32,0.026,102,105.0
